0	オドレーーー https://t.co/NkCztY63xz
1	かっこよ
1	感動の膜が日に日にカツサンドばり分厚くなって ほえーーってなる中   新譜でこんだけ胸を貫いて頂き感動させてもらえるのは有難いよね   今日は生姜焼きです。
