hashtags_count,mentions_count,favourites_count,media_count,week,day_night,active_passive,mentions,top_mentions,coordinates,target
0,1,1,0,1,1.0,1.0,17,-1,-100,0.0
0,0,0,0,1,0.0,1.0,-1,-1,-100,0.6666666666666666
0,1,2,0,1,0.5,1.0,23,-1,-100,0.5
0,4,2,0,2,0.6666666666666666,0.8888888888888888,50,-1,-100,0.5
0,0,1,0,1,1.0,1.0,-1,-1,-100,0.5
0,1,0,0,2,1.0,1.0,1,-1,-100,0.0
0,0,1,0,1,1.0,1.0,-1,-1,-100,0.5
0,0,0,0,1,1.0,1.0,-1,-1,-100,0.0
0,0,2,0,1,1.0,1.0,-1,-1,-100,0.0
0,4,0,0,2,1.0,1.0,2,-1,-100,0.5
0,0,2,0,1,1.0,1.0,-1,-1,-100,0.0
0,1,1,0,1,0.6666666666666666,1.0,49,-1,-100,0.5
0,0,4,0,1,1.0,1.0,-1,-1,-100,0.0
0,2,0,0,1,0.5,1.0,21,-1,-100,0.5
0,2,0,1,1,0.5,0.5,4,-1,-100,0.8
0,0,1,0,2,1.0,1.0,-1,-1,-100,0.0
0,0,0,0,1,1.0,1.0,-1,-1,-100,0.3333333333333333
0,1,3,0,1,1.0,1.0,12,-1,-100,0.25
0,5,0,0,1,0.6666666666666666,1.0,21,1,-100,0.6666666666666666
0,5,1,0,1,0.5555555555555556,1.0,21,-1,-100,0.3333333333333333
0,1,2,0,1,0.3333333333333333,1.0,12,-1,-100,0.0
0,2,2,0,1,0.75,1.0,12,-1,-100,0.0
0,0,0,0,2,1.0,1.0,-1,-1,-100,0.0
0,0,0,0,2,1.0,1.0,-1,-1,-100,0.5
0,2,0,0,1,1.0,1.0,18,3,-100,0.5
0,2,0,0,1,1.0,1.0,22,-1,-100,0.625
0,5,30,0,1,1.0,1.0,18,-1,-100,0.6666666666666666
0,1,1,0,1,0.8333333333333334,1.0,16,-1,-100,0.5
0,0,6,0,2,1.0,1.0,-1,-1,-100,0.5
0,0,1,0,2,1.0,1.0,-1,-1,-100,0.0
1,0,0,1,1,0.6666666666666666,1.0,-1,-1,-100,0.0
0,4,3,1,2,0.6666666666666666,1.0,52,-1,-100,0.5
0,0,2,0,1,0.0,1.0,-1,-1,-100,0.5
0,0,1,0,1,1.0,1.0,-1,-1,-100,0.0
0,0,3,0,1,1.0,1.0,-1,-1,-100,0.0
0,0,6,0,1,1.0,1.0,-1,-1,-100,0.0
0,0,2,0,1,1.0,1.0,-1,-1,-100,0.0
0,1,17,0,1,1.0,1.0,19,-1,-100,0.0
0,7,5,0,2,1.0,1.0,30,-1,-100,0.5
0,4,6,0,1,1.0,1.0,8,-1,-100,0.3333333333333333
0,0,0,0,1,1.0,1.0,-1,-1,-100,0.0
0,5,8,0,2,1.0,1.0,38,-1,-100,0.0
0,0,0,2,1,0.75,1.0,-1,-1,-100,0.3333333333333333
0,2,4,0,2,1.0,1.0,10,-1,-100,0.0
0,0,4,0,1,0.5,1.0,-1,-1,-100,0.2
0,1,4,0,1,0.0,1.0,19,-1,-100,0.5
