hashtags_count,mentions_count,favourites_count,media_count,week,day_night,active_passive,mentions,top_mentions,coordinates,target
0,1,0,0,2,0.5,1.0,3,-1,-100,0.0
0,3,3,0,1,0.5,1.0,35,-1,-100,0.3333333333333333
0,3,7,1,1,0.8,1.0,32,-1,-100,0.0
0,3,2,1,1,0.2222222222222222,1.0,3,-1,-100,0.75
1,4,2,0,1,0.9,1.0,3,-1,-100,0.8
0,8,16,0,2,0.9411764705882353,1.0,1,-1,-100,0.5
0,1,15,1,1,0.7894736842105263,1.0,1,-1,-100,0.6666666666666666
0,2,5,1,1,0.625,1.0,3,-1,-100,0.0
0,0,2,1,1,1.0,1.0,-1,-1,-100,0.0
1,17,16,1,1,0.75,1.0,3,-1,-100,0.6666666666666666
0,0,0,0,2,1.0,1.0,-1,-1,-100,0.5
0,0,5,1,2,0.4444444444444444,1.0,-1,-1,-100,0.0
0,2,2,1,1,0.6666666666666666,0.6666666666666666,6,-1,-100,0.16666666666666666
0,3,0,0,1,0.6666666666666666,1.0,3,-1,-100,0.25
0,0,1,0,2,1.0,1.0,-1,-1,-100,0.75
0,0,2,0,1,0.3333333333333333,1.0,-1,-1,-100,0.0
0,3,10,0,1,1.0,1.0,24,-1,-100,0.5
0,0,4,0,2,0.5,1.0,-1,-1,-100,0.6666666666666666
0,1,0,0,1,0.0,1.0,1,-1,-100,0.0
0,0,0,0,1,0.0,1.0,-1,-1,-100,0.0
0,2,3,2,1,0.25,1.0,3,-1,-100,0.6666666666666666
0,0,1,0,2,1.0,1.0,-1,-1,-100,0.3333333333333333
7,4,0,4,2,1.0,0.0,3,1,-100,0.7777777777777778
0,4,3,0,1,1.0,1.0,11,1,-100,0.6666666666666666
0,0,7,0,1,0.6666666666666666,1.0,-1,-1,-100,0.3333333333333333
0,0,2,0,2,0.3333333333333333,1.0,-1,-1,-100,0.0
0,0,0,0,2,0.0,1.0,-1,-1,-100,0.75
3,3,13,0,1,1.0,1.0,3,-1,-100,0.6666666666666666
3,6,22,2,1,0.6875,1.0,47,3,-100,0.75
1,7,14,0,1,0.875,1.0,20,-1,-100,0.2
1,0,1,0,2,0.5,1.0,-1,-1,-100,0.6666666666666666
0,1,1,0,1,0.0,1.0,23,-1,-100,0.5
0,1,0,0,1,0.25,1.0,16,-1,-100,0.0
0,0,6,0,2,1.0,1.0,-1,-1,-100,0.4
1,2,22,1,1,0.38461538461538464,1.0,26,-1,-100,0.7272727272727273
3,23,99,3,1,0.40476190476190477,1.0,29,5,-100,0.8
0,27,57,2,1,0.10204081632653061,0.9795918367346939,29,-1,-100,0.6666666666666666
1,4,17,1,1,0.36363636363636365,1.0,33,-1,-100,0.6
0,2,13,0,2,0.875,1.0,29,-1,-100,0.3333333333333333
0,7,25,1,2,0.68,1.0,12,-1,-100,0.5714285714285714
0,1,5,0,1,0.3333333333333333,1.0,47,-1,-100,0.3333333333333333
0,0,0,0,2,1.0,1.0,-1,-1,-100,0.5
0,2,2,0,2,0.7142857142857143,1.0,17,-1,-100,0.6
0,7,18,1,1,0.42105263157894735,1.0,3,-1,-100,0.5
0,0,3,0,1,0.6,1.0,-1,-1,-100,0.5714285714285714
0,0,1,0,2,1.0,1.0,-1,-1,-100,0.5
0,0,5,0,1,0.5,1.0,-1,-1,-100,0.0
0,4,1,0,1,0.875,1.0,30,4,-100,0.0
0,0,3,0,1,0.5,1.0,-1,-1,-100,0.8
0,0,2,0,2,1.0,1.0,-1,-1,-100,0.0
0,1,4,0,2,0.6666666666666666,1.0,13,-1,-100,0.25
0,0,0,0,1,0.3333333333333333,1.0,-1,-1,-100,0.0
0,0,1,0,1,1.0,1.0,-1,-1,-100,0.0
0,0,2,0,1,0.0,1.0,-1,-1,-100,0.5
0,0,0,0,2,1.0,1.0,-1,-1,-100,0.6
0,0,5,0,1,0.8,1.0,-1,-1,-100,0.6666666666666666
0,3,5,0,1,0.75,1.0,13,-1,-100,0.6
0,1,0,0,2,1.0,1.0,29,-1,-100,0.0
0,1,4,0,1,0.0,1.0,43,-1,-100,0.0
0,0,0,0,1,1.0,1.0,-1,-1,-100,0.75
0,0,1,0,1,0.0,1.0,-1,-1,-100,0.6666666666666666
0,0,1,1,1,1.0,1.0,-1,-1,-100,0.0
0,0,7,0,2,1.0,1.0,-1,-1,-100,0.5
0,2,2,0,1,0.6666666666666666,1.0,3,-1,-100,0.5
0,0,1,0,2,0.0,1.0,-1,-1,-100,0.5
0,1,4,0,1,1.0,1.0,28,-1,-100,0.0
0,6,5,0,1,0.3,0.9,29,5,-100,0.25
1,1,4,0,1,1.0,1.0,11,-1,-100,0.0
0,0,1,0,1,1.0,1.0,-1,-1,-100,0.3333333333333333
0,0,6,1,1,0.0,1.0,-1,-1,-100,0.0
0,0,1,0,1,0.0,1.0,-1,-1,-100,0.0
0,0,0,0,1,0.0,1.0,-1,-1,-100,0.5
0,0,0,0,1,1.0,1.0,-1,-1,-100,0.0
0,2,0,0,1,1.0,1.0,3,-1,-100,0.0
0,0,0,0,2,1.0,1.0,-1,-1,-100,0.6666666666666666
0,0,3,1,1,0.75,1.0,-1,-1,-100,0.5
3,1,6,0,1,1.0,1.0,29,-1,-100,0.5
0,1,0,0,1,1.0,1.0,49,-1,-100,0.5
3,1,2,0,2,0.75,1.0,8,-1,-100,0.0
0,0,0,0,2,0.6666666666666666,1.0,-1,-1,-100,0.5
0,0,18,0,1,1.0,1.0,-1,-1,-100,0.5
0,3,4,1,1,1.0,1.0,21,-1,-100,0.6666666666666666
0,1,0,1,1,1.0,0.0,44,-1,-100,0.0
0,0,0,0,1,1.0,1.0,-1,-1,-100,0.0
0,0,0,0,1,1.0,1.0,-1,-1,-100,0.0
0,1,1,0,2,0.0,1.0,13,-1,-100,0.0
0,0,4,0,2,1.0,1.0,-1,-1,-100,0.0
0,15,29,0,2,0.7894736842105263,1.0,35,-1,-100,0.8
0,0,10,1,2,0.5,1.0,-1,-1,-100,0.0
0,0,13,0,1,0.6666666666666666,1.0,-1,-1,-100,0.0
0,0,0,0,2,1.0,1.0,-1,-1,-100,0.5
0,0,0,0,1,1.0,1.0,-1,-1,-100,0.5714285714285714
0,0,2,0,2,1.0,1.0,-1,-1,-100,0.0
0,1,38,0,1,0.7142857142857143,0.8571428571428571,6,-1,-100,0.0
0,0,3,1,1,0.6666666666666666,1.0,-1,-1,-100,0.6666666666666666
0,2,8,1,1,0.8,1.0,12,-1,-100,0.0
0,0,2,0,2,0.0,1.0,-1,-1,-100,0.0
0,0,0,0,1,0.0,1.0,-1,-1,-100,0.0
0,1,1,0,1,1.0,1.0,2,-1,-100,0.8
0,2,0,0,2,0.5,0.0,27,-1,-100,0.0
0,0,0,0,1,0.0,1.0,-1,-1,-100,0.0
0,0,1,0,1,1.0,1.0,-1,-1,-100,0.5
0,0,0,0,1,1.0,1.0,-1,-1,-100,0.0
0,2,21,1,1,1.0,0.9230769230769231,5,-1,-100,0.0
0,0,6,0,2,1.0,1.0,-1,-1,-100,0.7777777777777778
1,5,207,1,1,0.9411764705882353,0.8823529411764706,5,-1,-100,0.5
0,0,9,0,1,1.0,1.0,-1,-1,-100,0.5
0,0,4,0,2,0.0,1.0,-1,-1,-100,0.0
0,0,2,0,1,0.0,1.0,-1,-1,-100,0.5
0,1,4,0,1,1.0,0.8571428571428571,6,-1,-100,0.0
