hashtags_count,mentions_count,favourites_count,media_count,week,day_night,active_passive,mentions,top_mentions,coordinates,target
0,6,0,0,1,0.1111111111111111,1.0,21,-1,-100,0.0
0,0,0,0,1,0.0,1.0,-1,-1,-100,0.0
0,0,1,0,1,1.0,1.0,-1,-1,-100,0.0
0,0,0,0,1,0.0,1.0,-1,-1,-100,0.6666666666666666
6,4,1,2,1,0.8333333333333334,0.16666666666666666,19,-1,-100,0.6666666666666666
0,1,0,2,1,0.5,0.0,15,-1,-100,0.0
0,1,0,0,1,0.0,0.0,4,-1,-100,0.0
0,2,0,0,2,0.6666666666666666,0.6666666666666666,16,3,-100,0.3333333333333333
0,1,0,0,1,0.25,0.75,29,-1,-100,0.0
0,0,0,0,2,1.0,1.0,-1,-1,-100,0.3333333333333333
0,2,1,0,1,1.0,1.0,14,1,-100,0.0
0,1,0,0,1,1.0,0.5,3,1,-100,0.5
0,0,0,0,1,1.0,1.0,-1,-1,-100,0.0
0,1,1,1,1,0.6666666666666666,0.6666666666666666,3,1,-100,0.6666666666666666
0,2,1,0,1,1.0,1.0,3,-1,-100,0.5
0,0,0,0,2,0.0,1.0,-1,-1,-100,0.75
0,2,0,0,1,0.6666666666666666,0.6666666666666666,13,-1,-100,0.5
0,3,0,1,1,1.0,0.5,35,-1,-100,0.0
0,1,0,0,1,0.6666666666666666,1.0,3,-1,-100,0.0
0,0,0,0,1,0.0,1.0,-1,-1,-100,0.5
0,6,1,0,1,0.8571428571428571,0.8571428571428571,25,4,-100,0.0
0,0,0,0,1,1.0,1.0,-1,-1,-100,0.8333333333333334
6,7,221,4,2,0.46153846153846156,0.8461538461538461,6,2,-100,0.9111111111111111
0,0,0,0,2,1.0,1.0,-1,-1,-100,0.0
0,1,0,0,1,1.0,1.0,3,1,-100,0.8
0,3,2,0,1,0.6666666666666666,0.6666666666666666,30,1,-100,0.0
0,1,1,0,1,0.5,1.0,20,-1,-100,0.5
0,0,0,0,2,1.0,1.0,-1,-1,-100,0.0
0,0,1,0,1,0.5,1.0,-1,-1,-100,0.0
0,0,0,0,1,0.0,1.0,-1,-1,-100,0.6666666666666666
0,1,0,0,1,0.42857142857142855,1.0,9,-1,-100,0.0
0,3,4,1,2,0.6666666666666666,0.6666666666666666,34,1,-100,0.5
0,1,0,0,1,1.0,1.0,3,1,-100,0.5
0,0,0,0,1,1.0,1.0,-1,-1,-100,0.0
0,1,0,0,1,0.6666666666666666,1.0,12,-1,-100,0.0
0,0,0,0,2,0.5,1.0,-1,-1,-100,0.0
0,0,1,0,2,1.0,1.0,-1,-1,-100,0.0
11,0,0,0,1,1.0,1.0,-1,-1,-100,0.3333333333333333
0,0,1,0,1,1.0,1.0,-1,-1,-100,0.0
0,1,2,0,2,1.0,1.0,3,1,-100,0.0
0,0,1,0,2,1.0,1.0,-1,-1,-100,0.5
0,0,0,0,2,0.0,1.0,-1,-1,-100,0.0
0,0,0,0,2,0.0,1.0,-1,-1,-100,0.0
0,2,1,0,1,0.0,1.0,3,-1,-100,0.6666666666666666
0,1,0,0,2,1.0,1.0,11,-1,-100,0.0
0,1,1,0,1,1.0,1.0,19,-1,-100,0.3333333333333333
2,1,0,0,1,0.0,0.0,10,-1,-100,0.0
0,4,3,0,2,0.16666666666666666,1.0,1,-1,-100,0.4166666666666667
0,1,6,0,1,0.6666666666666666,1.0,3,1,-100,0.6
0,0,0,0,1,1.0,1.0,-1,-1,-100,0.5
0,0,0,0,2,1.0,1.0,-1,-1,-100,0.75
0,1,0,0,2,0.0,0.5,18,-1,-100,0.0
