hashtags_count,mentions_count,favourites_count,media_count,week,day_night,active_passive,mentions,top_mentions,coordinates,target
2,7,74,7,2,0.7368421052631579,0.7894736842105263,120,-1,-100,0.8333333333333334
1,9,35,8,1,0.5789473684210527,0.6842105263157895,70,2,-100,0.6
2,10,18,4,1,0.7142857142857143,0.8095238095238095,9,-1,-100,0.6428571428571429
0,8,28,2,1,0.7894736842105263,0.8421052631578947,103,-1,-100,0.7272727272727273
1,9,22,6,1,0.6,0.64,41,-1,-100,0.875
2,10,15,4,1,0.85,0.85,1,-1,-100,0.5
0,5,22,3,2,0.7692307692307693,1.0,41,3,-100,0.7142857142857143
1,7,28,3,2,0.7058823529411765,1.0,98,-1,-100,0.5
0,5,32,3,1,0.631578947368421,1.0,118,-1,-100,0.8571428571428571
0,0,0,0,1,1.0,1.0,-1,-1,-100,0.5
0,7,13,3,1,0.55,0.85,41,-1,-100,0.5
6,9,10,5,2,0.26666666666666666,0.7333333333333333,9,-1,-100,0.5
1,11,21,4,1,0.6538461538461539,0.8076923076923077,15,-1,-100,0.6
3,19,30,4,1,0.52,0.84,41,-1,-100,0.7142857142857143
0,7,4,1,1,0.9473684210526315,0.9473684210526315,9,-1,-100,0.8
0,11,9,5,1,0.65,0.9,41,-1,-100,0.45454545454545453
2,13,30,3,2,0.7307692307692307,0.7692307692307693,76,-1,-100,0.7083333333333334
4,26,51,5,2,0.5882352941176471,0.8431372549019608,22,-1,-100,0.5652173913043478
1,1,17,2,1,0.8,0.8,90,-1,-100,0.75
0,0,6,1,1,1.0,1.0,-1,-1,-100,0.0
0,1,0,0,1,1.0,0.0,9,1,-100,0.0
2,1,18,1,1,0.0,1.0,123,-1,-100,0.6666666666666666
5,2,25,5,2,0.0,0.6,48,-1,-100,0.6666666666666666
1,0,8,2,1,0.5,0.5,-1,-1,-100,0.0
0,3,0,1,1,0.0,0.0,91,1,-100,0.6666666666666666
0,1,12,1,2,1.0,1.0,49,-1,-100,0.6666666666666666
0,7,5,3,2,0.4444444444444444,0.7777777777777778,9,-1,-100,0.6666666666666666
1,2,13,1,1,1.0,1.0,30,-1,-100,0.0
3,7,44,3,2,0.0,0.42857142857142855,9,-1,-100,0.7333333333333333
0,8,8,2,1,0.7272727272727273,0.8181818181818182,63,-1,-100,0.0
0,0,21,1,2,0.5,1.0,-1,-1,-100,0.6666666666666666
1,2,12,2,1,1.0,0.8333333333333334,9,-1,-100,0.0
0,1,0,0,2,1.0,0.0,133,-1,-100,0.8333333333333334
0,2,3,1,1,1.0,0.6666666666666666,4,-1,-100,0.5
0,2,5,1,1,0.3333333333333333,1.0,44,-1,-100,0.0
3,3,19,2,2,0.6666666666666666,0.8333333333333334,9,-1,-100,0.3333333333333333
0,1,0,1,1,1.0,0.5,9,-1,-100,0.0
0,3,3,1,1,1.0,0.8,131,-1,-100,0.0
1,0,11,1,1,1.0,1.0,-1,-1,-100,0.0
0,1,1,1,1,1.0,0.5,9,-1,-100,0.6666666666666666
0,4,0,0,2,0.0,0.25,78,1,-100,0.3333333333333333
0,0,55,1,1,1.0,1.0,-1,-1,-100,0.5
4,2,2,1,1,1.0,0.5,92,-1,-100,0.0
0,7,66,4,2,0.9090909090909091,0.9090909090909091,9,-1,-100,0.3333333333333333
0,1,0,0,1,0.0,1.0,62,-1,-100,0.5
0,0,1,1,2,1.0,1.0,-1,-1,-100,0.8
0,0,0,1,1,0.0,1.0,-1,-1,-100,0.0
0,0,6,1,1,1.0,1.0,-1,-1,-100,0.5
1,2,11,1,2,1.0,1.0,89,-1,-100,0.75
7,4,37,2,2,0.6,0.7,47,-1,-100,0.6666666666666666
0,0,10,1,2,1.0,1.0,-1,-1,-100,0.6666666666666666
0,1,0,0,2,0.0,0.0,92,-1,-100,0.0
0,1,0,0,2,1.0,0.0,9,1,-100,0.75
4,3,8,2,2,1.0,0.6,9,-1,-100,0.3333333333333333
0,1,1,1,2,1.0,0.6666666666666666,14,-1,-100,0.0
0,0,1,0,2,1.0,1.0,-1,-1,-100,0.5
1,1,8,1,1,1.0,1.0,53,-1,-100,0.6666666666666666
0,0,1,0,1,1.0,1.0,-1,-1,-100,0.0
1,0,15,1,1,1.0,1.0,-1,-1,-100,0.0
0,1,2,0,2,1.0,1.0,52,-1,-100,0.5
0,2,27,1,2,0.6,1.0,68,-1,-100,0.0
1,3,5,1,2,0.0,0.6666666666666666,9,-1,-100,0.0
1,0,5,1,2,0.0,1.0,-1,-1,-100,0.0
0,1,14,2,1,1.0,0.6666666666666666,94,-1,-100,0.5
3,9,27,6,2,0.6190476190476191,0.7619047619047619,9,-1,-100,0.5
