hashtags_count,mentions_count,favourites_count,media_count,week,day_night,active_passive,mentions,top_mentions,coordinates,target
0,0,0,0,1,0.0,1.0,-1,-1,-100,0.0
0,0,0,0,1,1.0,1.0,-1,-1,-100,0.0
0,0,0,0,1,0.0,1.0,-1,-1,-100,0.0
0,0,0,0,2,0.0,1.0,-1,-1,-100,0.0
0,0,0,0,1,0.0,1.0,-1,-1,-100,0.0
0,0,0,0,1,0.5,1.0,-1,-1,-100,0.0
0,0,0,0,1,1.0,1.0,-1,-1,-100,0.5
0,0,0,0,1,0.0,1.0,-1,-1,-100,0.0
0,0,0,0,2,1.0,1.0,-1,-1,-100,0.0
0,0,0,0,2,1.0,1.0,-1,-1,-100,0.0
0,4,0,0,1,1.0,1.0,1,1,-100,0.5
0,3,0,0,1,0.6666666666666666,1.0,1,1,-100,0.3333333333333333
0,1,0,0,2,1.0,1.0,1,-1,-100,0.5
0,1,0,0,1,0.0,1.0,1,1,-100,0.5
0,1,0,0,1,1.0,1.0,1,1,-100,0.0
0,0,0,0,2,0.0,1.0,-1,-1,-100,0.0
0,0,0,0,1,0.0,1.0,-1,-1,-100,0.0
0,0,0,0,1,0.0,1.0,-1,-1,-100,0.0
0,0,0,0,1,0.5833333333333334,1.0,-1,-1,-100,0.0
0,1,0,0,1,0.0,1.0,2,2,-100,0.0
0,0,0,0,1,0.5,1.0,-1,-1,-100,0.5
0,0,0,0,1,0.0,1.0,-1,-1,-100,0.0
0,0,0,0,2,1.0,1.0,-1,-1,-100,0.0
0,0,0,0,2,0.0,1.0,-1,-1,-100,0.0
0,0,0,0,2,1.0,1.0,-1,-1,-100,0.5
